accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,urban_or_rural_area,weather_conditions,vehicle_type
BS0000916,2021-12-09 10:00:00,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000917,2021-12-08 23:30:00,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000918,2021-12-08 19:55:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000919,2021-12-08 09:58:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000920,2021-12-07 13:25:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000921,2021-12-06 18:08:00,Sunday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000922,2021-12-05 23:35:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000923,2021-12-04 14:58:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000924,2021-12-04 10:59:00,Friday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000925,2021-11-28 07:38:00,Saturday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000926,2021-11-28 03:36:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,City of London,Pedestrian in carriageway - not injured,2,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000927,2021-11-27 10:18:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000928,2021-11-24 09:55:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000929,2021-11-18 09:00:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000930,2021-11-20 07:40:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining + high winds,Car
BS0000931,2021-11-18 17:30:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000932,2021-11-18 08:34:00,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000933,2021-11-16 07:05:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining + high winds,Car
BS0000934,2021-11-06 13:50:00,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000935,2021-01-20 11:15:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000936,2021-01-21 09:27:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000937,2021-01-19 11:30:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000938,2021-01-21 14:00:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,2,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000939,2021-01-20 17:15:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000940,2021-01-20 21:45:00,Tuesday,Auto traffic signal,Roundabout,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Roundabout,30,Urban,Fine no high winds,Car
BS0000941,2021-01-21 17:27:00,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000942,2021-01-22 10:08:00,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000943,2021-01-16 15:00:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000944,2021-01-22 11:15:00,Thursday,Auto traffic signal,Crossroads,Serious,Daylight,Camden,,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Car
BS0000945,2021-01-22 17:30:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Camden,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000946,2021-01-22 18:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Car
BS0000947,2021-01-08 17:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000948,2021-01-25 18:15:00,Sunday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000949,2021-01-23 08:50:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000950,2021-01-22 13:40:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,Camden,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t
BS0000951,2021-01-24 04:10:00,Saturday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000952,2021-01-24 16:30:00,Saturday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Other,Motorcycle over 500cc
BS0000953,2021-01-24 19:04:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Brent,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000954,2021-01-26 08:40:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000955,2021-01-24 12:28:00,Saturday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000956,2021-01-27 00:30:00,Tuesday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,Westminster,,2,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000957,2021-01-15 18:17:00,Thursday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Other,Car
BS0000958,2021-01-23 09:10:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Westminster,,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000959,2021-01-27 16:50:00,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000960,2021-01-27 18:14:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000961,2021-01-27 18:12:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000962,2021-01-27 21:28:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Westminster,,2,1,Metropolitan Police,Dry,Dual carriageway,50,Urban,Fine no high winds,Car
BS0000963,2021-01-27 19:40:00,Tuesday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000964,2021-01-28 19:04:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Haringey,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000965,2021-01-28 18:35:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000966,2021-01-27 12:50:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000967,2021-01-28 19:15:00,Wednesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Taxi/Private hire car
BS0000968,2021-01-19 12:30:00,Monday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000969,2021-01-23 12:42:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000970,2021-01-22 10:45:00,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Wet or damp,One way street,30,Urban,Fine no high winds,Car
BS0000971,2021-01-26 09:06:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Camden,,1,1,Metropolitan Police,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000972,2021-01-29 15:49:00,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000973,2021-01-29 18:34:00,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fog or mist,Motorcycle over 125cc and up to 500cc
BS0000974,2021-01-26 17:26:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,Camden,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000975,2021-01-30 17:09:00,Friday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000976,2021-01-30 21:10:00,Friday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000977,2021-01-31 02:50:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Camden,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000978,2021-01-30 10:54:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,Camden,,2,2,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000979,2021-02-01 12:39:00,Sunday,Give way or uncontrolled,Mini-roundabout,Slight,Daylight,Westminster,,3,1,Metropolitan Police,Dry,Roundabout,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000980,2021-02-01 16:17:00,Sunday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,2,3,Metropolitan Police,Frost or ice,Single carriageway,30,Urban,Fine no high winds,Car
BS0000981,2021-02-01 17:20:00,Sunday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,2,1,Metropolitan Police,Snow,One way street,30,Urban,Snowing no high winds,Car
BS0000982,2021-02-01 18:45:00,Sunday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Snow,Single carriageway,30,Urban,Snowing no high winds,Car
BS0000983,2021-02-01 21:15:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Snow,Single carriageway,30,Urban,Snowing no high winds,Other vehicle
BS0000984,2021-02-01 23:32:00,Sunday,Give way or uncontrolled,Slip road,Serious,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Snow,Dual carriageway,50,Urban,Snowing no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000985,2021-02-02 00:32:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,Westminster,,2,1,Metropolitan Police,Snow,Dual carriageway,30,Urban,Snowing no high winds,Car
BS0000986,2021-01-28 07:45:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Camden,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000987,2021-02-03 14:20:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Camden,,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,Urban,Fine no high winds,Motorcycle 50cc and under
BS0000988,2021-02-03 22:20:00,Tuesday,Auto traffic signal,Crossroads,Serious,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Snow,Single carriageway,30,Urban,Other,Car
BS0000989,2021-01-09 13:25:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000990,2021-01-29 15:03:00,Thursday,Give way or uncontrolled,Private drive or entrance,Serious,Daylight,Camden,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000991,2021-01-18 14:00:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000992,2021-02-01 21:25:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Westminster,,1,3,Metropolitan Police,Frost or ice,Single carriageway,30,Urban,Snowing no high winds,Car
BS0000993,2021-02-05 01:25:00,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Camden,,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,Urban,Raining no high winds,Car
BS0000994,2021-02-04 22:00:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
