accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,time,urban_or_rural_area,weather_conditions,vehicle_type
BS0000891,,Friday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,23:40,Urban,Fine no high winds,Car
BS0000892,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:10,Urban,Fine no high winds,Car
BS0000893,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,6:40,Urban,Fine no high winds,Car
BS0000894,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,13:14,Urban,Fine no high winds,Car
BS0000895,,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,2:35,Urban,Fine no high winds,Car
BS0000896,,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,11:43,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000897,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,13:32,Urban,Fine no high winds,Car
BS0000898,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
BS0000899,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,14:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000900,,Wednesday,Give way or uncontrolled,Slip road,Slight,Daylight,City of London,,1,1,City of London,Snow,Single carriageway,30,10:03,Urban,Snowing no high winds,Car
BS0000901,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,8:52,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
BS0000902,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Car
BS0000903,,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,20:40,Urban,Fine no high winds,Car
BS0000904,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,5,2,City of London,Dry,Single carriageway,30,22:45,Urban,Fine no high winds,Taxi/Private hire car
BS0000905,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,18:48,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
BS0000906,,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,11:09,Urban,Fine no high winds,Car
BS0000907,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,One way street,30,21:00,Urban,Fine no high winds,Car
BS0000908,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,16:00,Urban,Raining no high winds,Car
BS0000909,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,17:10,Urban,Fine no high winds,Car
BS0000910,,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,8:55,Urban,Raining no high winds,Car
BS0000911,,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,8:25,Urban,Fine no high winds,Car
BS0000912,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,1,City of London,Dry,Single carriageway,30,16:59,Urban,Fine no high winds,Car
BS0000913,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,9:30,Urban,Raining no high winds,Car
BS0000914,,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,5:15,Urban,Fine no high winds,Car
BS0000915,,Friday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,7:27,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000916,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000917,,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car
BS0000918,,Tuesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,19:55,Urban,Fine no high winds,Motorcycle over 500cc
BS0000919,,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,9:58,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000920,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,13:25,Urban,Fine no high winds,Car
BS0000921,,Sunday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,2,City of London,Dry,Single carriageway,30,18:08,Urban,Fine no high winds,Car
BS0000922,,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,23:35,Urban,Fine no high winds,Car
BS0000923,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:58,Urban,Fine no high winds,Car
BS0000924,,Friday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,10:59,Urban,Fine no high winds,Motorcycle over 500cc
BS0000925,,Saturday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,7:38,Urban,Raining no high winds,Car
BS0000926,,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,City of London,Pedestrian in carriageway - not injured,2,1,City of London,Wet or damp,Single carriageway,30,3:36,Urban,Raining no high winds,Car
BS0000927,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:18,Urban,Fine no high winds,Taxi/Private hire car
BS0000928,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:55,Urban,Fine no high winds,Car
BS0000929,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
BS0000930,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,7:40,Urban,Raining + high winds,Car
BS0000931,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,17:30,Urban,Fine no high winds,Car
BS0000932,,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Car
BS0000933,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,7:05,Urban,Raining + high winds,Car
BS0000934,,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000935,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,11:15,Urban,Fine no high winds,Car
BS0000936,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,9:27,Urban,Fine no high winds,Taxi/Private hire car
BS0000937,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
BS0000938,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,2,1,Metropolitan Police,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
BS0000939,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,17:15,Urban,Fine no high winds,Car
BS0000940,,Tuesday,Auto traffic signal,Roundabout,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Roundabout,30,21:45,Urban,Fine no high winds,Car
BS0000941,,Wednesday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,17:27,Urban,Fine no high winds,Car
BS0000942,,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,10:08,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000943,,Friday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
BS0000944,,Thursday,Auto traffic signal,Crossroads,Serious,Daylight,Camden,,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,11:15,Urban,Raining no high winds,Car
BS0000945,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Camden,,1,1,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
BS0000946,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,18:30,Urban,Raining no high winds,Car
BS0000947,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,17:30,Urban,Fine no high winds,Car
BS0000948,,Sunday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,18:15,Urban,Raining no high winds,Car
BS0000949,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:50,Urban,Raining no high winds,Car
BS0000950,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,Camden,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:40,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t
BS0000951,,Saturday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,4:10,Urban,Fine no high winds,Car
BS0000952,,Saturday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,16:30,Urban,Other,Motorcycle over 500cc
BS0000953,,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Brent,,1,1,Metropolitan Police,Dry,Single carriageway,30,19:04,Urban,Fine no high winds,Car
BS0000954,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,8:40,Urban,Fine no high winds,Taxi/Private hire car
BS0000955,,Saturday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Dual carriageway,30,12:28,Urban,Fine no high winds,Motorcycle over 500cc
BS0000956,,Tuesday,Auto traffic signal,T or staggered junction,Serious,Darkness - lights lit,Westminster,,2,2,Metropolitan Police,Dry,Dual carriageway,30,0:30,Urban,Fine no high winds,Car
BS0000957,,Thursday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,18:17,Urban,Other,Car
BS0000958,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Westminster,,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,9:10,Urban,Raining no high winds,Car
BS0000959,,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
BS0000960,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:14,Urban,Fine no high winds,Car
BS0000961,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:12,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000962,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Westminster,,2,1,Metropolitan Police,Dry,Dual carriageway,50,21:28,Urban,Fine no high winds,Car
BS0000963,,Tuesday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,Motorcycle over 500cc
BS0000964,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Haringey,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,19:04,Urban,Raining no high winds,Car
BS0000965,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:35,Urban,Fine no high winds,Car
BS0000966,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Camden,,1,2,Metropolitan Police,Dry,Single carriageway,30,12:50,Urban,Fine no high winds,Car
BS0000967,,Wednesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Westminster,,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,19:15,Urban,Raining no high winds,Taxi/Private hire car
BS0000968,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car
BS0000969,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Camden,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:42,Urban,Fine no high winds,Motorcycle over 500cc
BS0000970,,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Wet or damp,One way street,30,10:45,Urban,Fine no high winds,Car
BS0000971,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Camden,,1,1,Metropolitan Police,Dry,One way street,30,9:06,Urban,Fine no high winds,Car
BS0000972,,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Dual carriageway,30,15:49,Urban,Fine no high winds,Car
BS0000973,,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,Westminster,,1,1,Metropolitan Police,Dry,Single carriageway,30,18:34,Urban,Fog or mist,Motorcycle over 125cc and up to 500cc
